,Batt_name,cycle,dateTime,amb_temp,voltage_battery,current_battery,temp_battery,voltage_load,current_load,time,Capacity,H
0,B0006_11,1,2008-04-02 15:25:41,24,2.4757677568281857,-2.0094358918725432,39.16298653238707,1.653,-1.999,3690.2340000000004,2.03533759,2636.094
1,B0006_11,2,2008-04-02 19:43:48,24,2.35152551190002,-2.010374855522972,39.2462026826329,1.5430000000000001,-1.999,3672.344,2.02514025,2620.2659999999996
2,B0006_11,3,2008-04-03 00:01:06,24,2.440479715106544,-2.0085588871101128,38.99920246025285,1.65,-1.999,3651.6409999999996,2.01332637,2620.656
3,B0006_11,4,2008-04-03 04:16:37,24,2.479155853900392,-2.0092904478622464,38.84362777186652,1.69,-1.999,3631.563,2.01328467,2620.875
4,B0006_11,5,2008-04-03 08:33:25,24,2.280187848173442,-2.011760840220058,38.97798888258284,1.4880000000000002,-1.999,3629.172,2.00052834,2599.516
5,B0006_11,6,2008-04-03 12:55:10,24,2.4392842568466446,-2.0109470452247566,38.83989920742278,1.659,-1.999,3652.281,2.01389908,2585.375
6,B0006_11,7,2008-04-03 17:17:16,24,2.2812068449406446,-2.012014626739587,39.04610837498471,1.505,-1.9992,3650.828,2.01310111,2584.7969999999996
7,B0006_11,8,2008-04-03 21:28:14,24,2.3664105270296134,-2.009602654155728,38.87507521022778,1.6019999999999999,-1.9992,3572.453,1.96878983,2563.657
8,B0006_11,9,2008-04-04 01:38:15,24,2.4360200495787083,-2.010503181695025,38.7260539826455,1.6640000000000001,-1.999,3550.594,1.96816618,2542.7340000000004
9,B0006_11,10,2008-04-04 05:48:08,24,2.1864377487643725,-2.0120006291945924,38.98629728904917,1.411,-1.999,3551.25,1.95723079,2523.532
10,B0006_11,11,2008-04-04 09:57:19,24,2.3406023605912454,-2.0086057639408743,38.659788619196426,1.5830000000000002,-1.9992,3530.25,1.94559915,2524.156
11,B0006_11,12,2008-04-04 17:56:27,24,2.4263021374140443,-2.008093198845442,38.84979195732924,1.659,-1.999,3491.0159999999996,1.9347505,2485.39
12,B0006_11,13,2008-04-04 22:01:54,24,2.475369770000704,-2.008861764489536,38.751283440151035,1.704,-1.999,3470.281,1.92327995,2465.563
13,B0006_11,14,2008-04-05 02:20:26,24,2.342364523655007,-2.0114258804383267,38.768537640587894,1.59,-1.999,3470.0,1.91188993,2446.094
14,B0006_11,15,2008-04-05 06:25:01,24,2.188400081882664,-2.0094401780170927,38.846861123443475,1.433,-1.999,3450.297,1.90106671,2427.172
15,B0006_11,16,2008-04-05 10:30:32,24,2.1206980945954057,-2.00629337660368,38.8658897816528,1.371,-1.999,3429.407,1.88919899,2404.9839999999995
16,B0006_11,17,2008-04-05 14:34:41,24,2.3699814577992986,-2.0083999032211324,38.647578733807656,1.625,-1.999,3409.4840000000004,1.87827837,2386.594
17,B0006_11,18,2008-04-05 18:39:25,24,2.247991649924625,-2.0103074874707247,38.79218188173866,1.524,-1.999,3390.422,1.86756972,2367.844
18,B0006_11,19,2008-04-05 22:46:35,24,2.8844463698113665,-0.002277241069617877,38.770222239295286,0.0,-0.0008,3390.281,1.86758926,2348.234
19,B0006_11,20,2008-04-18 21:10:19,24,2.203355846859377,-2.0099114516038865,37.54320599748628,1.445,-1.9992,3591.7340000000004,1.97962655,2564.218
20,B0006_11,21,2008-04-19 02:29:09,24,2.35887751155593,-2.010023846843136,37.90362577530197,1.619,-1.999,3552.297,1.95754991,2545.828
21,B0006_11,22,2008-04-19 07:47:15,24,2.218672914041916,-2.010621300102956,37.670160513988705,1.4909999999999999,-1.999,3531.578,1.94581502,2506.734
22,B0006_11,23,2008-04-19 13:01:42,24,2.339723057947995,-2.009836812236101,37.34166959188387,1.607,-1.999,3492.907,1.92424611,2486.203
23,B0006_11,24,2008-04-19 18:27:29,24,2.399750820894273,-2.008549110682199,37.28979017254232,1.653,-1.999,3511.594,1.94598113,2468.219
24,B0006_11,25,2008-04-19 23:41:55,24,2.491410879472442,-2.011253162152561,37.16794481484507,1.723,-1.999,3431.937000000005,1.90140793,2408.312999999997
25,B0006_11,26,2008-04-20 04:54:41,24,2.7669269890921613,-0.0013483637694533895,37.51577848501052,0.0,-0.0008,3431.125,1.87867421,2387.312
26,B0006_11,27,2008-04-20 10:16:28,24,2.8356128467177317,-0.0009996515493716173,37.24165964092258,0.0,-0.0006,3412.406,1.86830613,2369.016
27,B0006_11,28,2008-04-20 15:37:05,24,2.928394635151109,-0.003474005762546325,37.10097467364957,0.0,-0.0008,3410.688,1.85602441,2347.016
28,B0006_11,29,2008-04-20 20:50:38,24,3.0771149575987566,-0.0065849518216069824,36.53635083668188,0.0,-0.0006,3410.718,1.8451998,2326.125
29,B0006_11,30,2008-04-21 02:15:02,24,2.819560586845831,0.0017843402447845864,37.496077698962544,0.0,-0.0008,3392.719,1.85722889,2293.469
30,B0006_11,31,2008-04-22 15:33:49,24,2.434300686181212,-2.0101843550935627,37.250073961181094,1.607,1.999,3470.672,1.92477609,2407.609
31,B0006_11,32,2008-04-22 20:26:18,24,2.9187757391682454,0.00021994616902196602,37.27669935857522,0.0,0.0006,3414.1090000000004,1.88223175,2342.218
32,B0006_11,33,2008-04-23 01:18:11,24,2.973956908852585,-0.003806456592501386,37.053468915649404,0.0,0.0006,3395.219,1.85527669,2304.203
33,B0006_11,34,2008-04-23 06:18:19,24,3.0334333724088656,0.00115949398581303,36.49019770341733,0.0,0.0006,3386.0,1.83925089,2257.594
34,B0006_11,35,2008-04-23 11:08:00,24,3.0616925140357725,-0.0024706162055099685,36.17351619989374,0.0,0.0006,3368.187,1.81853961,2211.422
35,B0006_11,36,2008-04-23 16:06:25,24,3.0864214480405137,-0.002485656828321589,36.691721740616366,0.0,0.0006,3368.2659999999996,1.81347701,2201.875
36,B0006_11,37,2008-04-23 21:02:58,24,3.1377873218245425,-0.002908291707230441,36.30505451544784,0.0,0.0006,3358.719,1.79710185,2164.079
37,B0006_11,38,2008-04-24 01:51:33,24,3.1501156392374963,-0.0018286245424696968,36.06439554288408,0.0,0.0008,3339.5,1.78100463,2135.922
38,B0006_11,39,2008-04-24 06:50:00,24,3.1738920422499453,-0.008825733551338297,36.01731400053337,0.0,0.0006,3331.265,1.77101304,2089.391
39,B0006_11,40,2008-04-24 11:49:24,24,3.1972071497430035,-0.003438126514516957,35.90775442895192,0.0,0.0006,3321.188,1.76047124,2079.594
40,B0006_11,41,2008-04-24 16:45:56,24,3.227568458837217,-0.00492719060429448,36.35807936248104,0.0,0.0006,3321.844,1.75029138,2070.375
41,B0006_11,42,2008-04-24 21:38:11,24,3.2308580821504327,-0.001453011628706404,36.50421625915163,0.0,0.0006,3311.828,1.7394924999999999,2032.516
42,B0006_11,43,2008-04-25 12:03:44,24,3.199633267433362,-0.0022925624123046186,36.991264831075426,0.0,-0.0008,3327.3909999999996,1.75467666,2073.25
43,B0006_11,44,2008-04-25 20:03:55,24,3.1898103242112006,-0.002874522115121392,36.81410785577819,-0.0,0.0006,3312.078,1.76593909,2052.015
44,B0006_11,45,2008-04-26 01:04:35,24,3.2499622126804124,-0.004430988718560468,35.94866550135389,0.0,0.0006,3293.172,1.73378874,1994.859
45,B0006_11,46,2008-04-26 05:57:35,24,3.276178621777498,-0.0028865069759319247,35.80761414587771,0.0,0.0006,3275.328,1.71332591,1957.625
46,B0006_11,47,2008-04-26 10:58:25,24,3.2892337937863383,-0.001482135856283325,35.727411052391915,0.0,0.0008,3265.0159999999996,1.70240778,1919.766
47,B0006_11,48,2008-04-29 12:15:56,24,2.934951679828825,-0.0026359580742833216,39.57378670033301,0.0,0.0008,3328.937,1.82371946,2266.907
48,B0006_11,49,2008-04-29 17:05:27,24,3.0133583509832325,-0.0025141196723349147,38.781959990934574,-0.0,0.0008,3329.2659999999996,1.80812841,2182.797
49,B0006_11,50,2008-04-29 22:00:04,24,3.0981920097302105,0.0006501043390256764,37.8590470128016,0.0,0.0006,3301.579,1.77576109,2098.4539999999997
50,B0006_11,51,2008-04-30 02:43:55,24,3.167346834112308,0.0011884652184539464,37.12135762318553,0.0,0.0006,3283.563,1.74474098,2051.703
51,B0006_11,52,2008-04-30 07:41:42,24,3.2286855117160864,-0.0035102794129954827,36.580486706224,0.0,0.0006,3275.125,1.72920703,1986.484
52,B0006_11,53,2008-04-30 12:28:49,24,3.2595724548548413,-0.0012542411110933905,36.436407503512335,0.0,0.0006,3265.656,1.70810866,1948.25
53,B0006_11,54,2008-04-30 17:20:16,24,3.2774199521442657,-0.0024642794163139943,36.53091042103418,0.0,0.0006,3266.093,1.69759542,1929.547
54,B0006_11,55,2008-04-30 22:14:54,24,3.309541910489555,-0.0037357037492950548,36.06449507955633,0.0,0.0006,3257.594,1.68206345,1873.828
55,B0006_11,56,2008-05-01 03:15:33,24,3.3229457962953464,-0.004205019176247785,35.94327250944611,0.0,0.0008,3248.593,1.67147683,1836.484
56,B0006_11,57,2008-05-01 08:16:03,24,3.3268774953647884,-0.0045774706794028865,35.89295328706184,0.0,0.0006,3238.7659999999996,1.66075914,1807.484
57,B0006_11,58,2008-05-01 13:14:24,24,3.336400100467817,-0.004220549753628036,35.959515024229205,0.0,0.0008,3240.14,1.65112102,1780.063
58,B0006_11,59,2008-05-01 18:11:10,24,3.3562313241233728,-0.004630300153985874,36.03733181811758,0.0,0.0008,3230.1090000000004,1.64013493,1751.734
59,B0006_11,60,2008-05-01 23:10:15,24,3.371466361383496,0.0014743883145177995,35.71327174023829,0.0,0.0006,3229.781000000003,1.62919994,1732.6090000000002
60,B0006_11,61,2008-05-02 03:53:34,24,3.3960187616989215,-0.004672744022970511,35.366498347395265,0.0,0.0006,3212.469,1.60884963,1695.75
61,B0006_11,62,2008-05-02 08:44:40,24,3.393882521860081,-0.004211278055821824,35.18665272384657,0.0,0.0006,3213.219,1.60352449,1657.844
62,B0006_11,63,2008-05-02 13:43:05,24,3.3978158698372107,-0.00442104201360729,35.67614711684021,-0.0,0.0008,3203.578,1.59897121,1648.609
63,B0006_11,64,2008-05-02 19:07:48,24,3.416423032732188,-0.0003200027950143793,34.71660828900691,0.0,0.0008,3195.125,1.58762731,1592.4679999999998
64,B0006_11,65,2008-05-02 23:24:17,24,3.417549528683359,-0.001444462241441726,35.028736379559405,0.0,0.0006,3195.3129999999946,1.58297197,1593.1409999999998
65,B0006_11,66,2008-05-03 04:13:08,24,3.4275053861483777,-0.0034826648553054514,34.774991305740066,0.0,0.0006,3186.297,1.56713764,1565.078
66,B0006_11,67,2008-05-03 09:10:19,24,3.4347508426334845,-0.0044826484110488144,34.69789797592927,0.0,0.0006,3176.438,1.56134461,1536.1879999999999
67,B0006_11,68,2008-05-03 14:04:34,24,3.4481980199249085,-0.0012195271207717936,34.6005415728579,0.0,0.0006,3167.593,1.55117119,1508.4379999999999
68,B0006_11,69,2008-05-03 18:58:13,24,3.4471363584937484,0.0007226343450961433,34.655186314766375,0.0,0.0008,3167.719,1.54067416,1498.766
69,B0006_11,70,2008-05-03 23:42:30,24,3.4551154405959217,-0.0019271431845461406,34.49661503681511,0.0,0.0006,3159.077999999994,1.52531387,1479.9840000000063
70,B0006_11,71,2008-05-04 04:41:40,24,3.468023005179232,-0.0012882276547055275,34.58789396630877,0.0,0.0006,3148.829,1.53015703,1461.031
71,B0006_11,72,2008-05-04 09:40:11,24,3.4711335972831856,-0.00449031192608329,34.48391218889425,0.0,0.0006,3149.094,1.52465668,1442.3909999999998
72,B0006_11,73,2008-05-04 14:38:13,24,3.4883390886919767,-0.001221569208727667,34.32316829732572,0.0,0.0008,3140.547,1.5145493,1414.625
73,B0006_11,74,2008-05-04 19:37:07,24,3.4882264404681207,-9.1970080813463e-05,34.371124137441896,0.0,0.0006,3131.625,1.5093915,1405.391
74,B0006_11,75,2008-05-05 00:35:53,24,3.4877002346746275,-0.0025462031829215142,34.37262003693859,0.0,0.0006,3121.907,1.50399743,1386.156
75,B0006_11,76,2008-05-05 05:28:13,24,3.5019144212894115,-0.0018050512867516227,34.06737352776938,0.0,0.0006,3122.125,1.49352019,1367.5929999999998
76,B0006_11,77,2008-05-05 11:41:31,24,3.5064898836985074,-0.002346995765496664,34.01427816460032,0.0,0.0006,3121.672,1.4876323,1348.531
77,B0006_11,78,2008-05-05 20:40:08,24,3.4612712556588887,-0.0015893640732856102,35.633900290416996,0.0,0.0008,3120.86,1.53028762,1423.812
78,B0006_11,79,2008-05-06 01:38:46,24,3.49597974716647,-0.002813062156713118,34.63193513275843,0.0,0.0006,3103.828,1.50407601,1367.7350000000001
79,B0006_11,80,2008-05-06 06:37:06,24,3.4958682327661417,-0.002245547841319663,34.48366479877386,0.0,0.0006,3095.094,1.48875936,1330.625
80,B0006_11,81,2008-05-06 11:25:21,24,3.5168324777654205,-0.003048177774026196,34.198906360730284,0.0,0.0006,3095.781,1.47827793,1311.734
81,B0006_11,82,2008-05-06 16:23:36,24,3.5140805590225344,-0.003030933482684179,34.73440888809496,0.0,0.0006,3094.328,1.47845998,1311.375
